㐷	horse; knight
老江湖	a much-travelled person, well acquainted with the ways of the world
老油子	wily old fox
老油条	old fox; slick customer
老烟枪	heavy smoker
老烟鬼	heavy smoker
老爷子	my old father
老爷岭	Chinese name for Sichote-Alin mountain range in Russia's Primorsky Krai around Vladivostok
老爷爷	elderly man
老爷车	classic car
老狐狸	old fox; a wily, shrewd person
老玉米	corn
老百姓	ordinary people
老皇历	past years' almanac
老着脸	shamelessly
老糊涂	dotard
老腊肉	experienced and usually well-positioned middle-aged man
老花眼	presbyopia
老花镜	presbyopic glasses
老虎凳	tiger bench
老虎机	slot machine
老虎灶	old-style large kitchen stove
老虎菜	tiger salad, a northeast China dish usually consisting of hot pepper, cucumber, cilantro and leek
老虎钳	vise
老视眼	presbyopia
老资格	veteran
老顽固	old-fashioned and stubborn person; stick in the mud
老骨头	weary old body
老鼠仓	"rat trading", a form of front-running in which a fund manager secretly builds a position in a security at low prices using personal funds, then uses public funds to drive up the price
老鼠洞	mouse hole
老鼻子	many
老龄化	aging
考克斯	Cox
考勤簿	attendance record book
考勤表	attendance sheet
考古学	archaeology
考古家	archaeologist
考古题	questions from previous years' exams
考察团	inspection team
考察船	survey ship
考察队	investigation team
考工记	The Artificer's Record, a technology treaty compiled towards the end of the Spring and Autumn period
考文垂	Coventry, city in the West Midlands, England
考试卷	exam paper; test paper
考试院	exam board
考选部	Ministry of Examination, Taiwan
耍嘴皮	show off with clever talk
耍坛子	perform a jar juggling and balancing act
耍手腕	play tricks
耍无赖	act shamelessly
耍狮子	perform a lion dance
耍私情	the play of passions
耍笔杆	craft facile prose; to play around with words
耍脾气	go into a huff
耍花招	play tricks on sb
耍花枪	play tricks
耍花样	play tricks on sb
耍贫嘴	wag one's tongue
耐力赛	endurance race
耐受力	tolerance
耐受性	tolerance
耐心烦	patience
耐水性	waterproof
耐火土	fire clay
耐火砖	refractory brick
耐用品	durable goods
耐腐蚀	proof against corrosion
耐药性	drug resistance
耐高温	heat-resistant
耗油量	fuel consumption
耙耳朵	henpecked
耳下腺	subauricular gland
耳刮子	a slap on the side of the head
耳坠子	eardrops
耳廓狐	fennec
耳挖勺	earpick
耳挖子	earpick
耳掴子	slap
耳旁风	wind past your ear
耳朵软	credulous
耳根子	ear
耳根软	credulous
耳温枪	ear thermometer
耳源性	otogenic
耳石症	benign paroxysmal positional vertigo; BPPV
耳边风	wind past your ear
耶利哥	Jericho
耶利米	Jeremy or Jeremiah
耶和华	Jehovah
耶弗他	Jephthah son of Gilead, Judges 11-foll.
耶烈万	Yerevan, capital of Armenia
耶稣会	The Jesuits
耶稣光	crepuscular rays
耶稣教	Protestantism
耶诞节	Christmas
耶酥会	the Society of Jesus
聂卫平	Nie Weiping , Chinese professional Go player
聊天室	chat room
聋哑人	a deaf and mute person
职业化	professionalization
职业病	occupational disease
联合会	federation
联合国	United Nations
联合报	United Daily News, Taiwan newspaper
联名信	joint letter
联想起	associate
联欢会	social gathering; party
联盟号	Soyuz , Russian spacecraft series
联系人	contact person
联结车	18-wheeler
联络人	contact person
联络官	liaison officer
联络簿	contact book
联谊会	association
联轴器	coupler; coupling
联轴节	coupling
联运票	transfer ticket
联邦制	federal
联邦州	federal state
聘娶婚	formal betrothal
聚丙烯	polypropylene
聚乙烯	polythene
聚光灯	spotlight
聚合体	aggregate
聚合物	polymer
聚合酶	polymerase
聚宝盆	treasure bowl; cornucopia; abundant source of wealth or other valuable resources
聚居地	inhabited land
聚氨酯	polyurethane
聚甲醛	polyformaldehyde n
聚酰胺	polyamide
肄业生	dropout student
肇事者	offender
肇俊哲	Zhao Junzhe , Chinese football player
肉中刺	a thorn in one's flesh
肉乎乎	plump; fleshy
肉嘟嘟	chubby
肉夹馍	meat wedged in steamed bun
肉搏战	hand-to-hand combat
肉毒素	botulinum toxin
肉汤面	noodles in meat soup
肉芽肿	granuloma
肉豆蔻	nutmeg
肉质根	succulent root
肉足鹱	flesh-footed shearwater
肉骨茶	bak-kut-teh or pork ribs soup, popular in Malaysia and Singapore
肋间肌	intercostal muscle
肌少症	sarcopenia
肌电图	electromyogram
肌纤维	muscle fiber
肌肉男	muscular man; muscleman
肏你妈	fuck your mother
肖伯纳	Bernard Shaw , Irish-born British playwright
肖像权	portrait rights; right to one's image
肚子痛	stomachache
肚皮舞	belly dance
肚脐眼	navel; belly button
肛欲期	anal stage
肝吸虫	liver fluke
肝硬化	cirrhosis
肠套叠	intussusception
肠毒素	enterotoxins
肠病毒	enterovirus
肠胃炎	gastroenteritis
肠胃道	digestive tract
肠蠕动	peristalsis
股动脉	femoral artery
肥墩墩	exceedingly obese
肥滋滋	fat
肥田粉	ammonium sulfate fertilizer
肥皂剧	soap opera
肥皂水	soapy water
肥皂沫	soapy lather
肥皂泡	soap bubble
肥胖症	obesity
肩周炎	adhesive capsulitis
肩并肩	shoulder to shoulder; abreast; side by side
肩胛骨	scapula
肯塔基	Kentucky, US state
肯定句	affirmative sentence
肯尼亚	Kenya
肯尼迪	Kennedy
肯德基	KFC
肯德拉	Kendra
育儿嫂	nanny
育儿袋	marsupial pouch
育婴假	parental leave
育婴师	nanny
育幼袋	pouch of a female marsupial
育幼院	orphanage
育龄期	childbearing age
肺动脉	pulmonary artery
肺心病	pulmonary heart disease
肺栓塞	pulmonary embolism
肺气肿	emphysema
肺水肿	pulmonary edema
肺活量	vital capacity
肺结核	tuberculosis
肺结节	pulmonary nodule
肺通气	pulmonary ventilation
肽单位	peptide unit
肽聚糖	peptidoglycan or murein
肾上腺	adrenal glands
肾小球	glomerulus
肾盂炎	pyelitis
肾结石	kidney stone
肾衰竭	kidney failure
肿瘤学	oncology
肿瘤科	oncology
胁从犯	accomplice under duress; coerced accomplice; induced accomplice
胃下垂	gastroptosis
胃小凹	gastric pits
胃灼热	heartburn
胃绕道	gastric bypass
胃肠道	gastrointestinal tract
胆固醇	cholesterol
胆小鬼	coward
胆石症	gallstone
胆红素	bilirubin
胆结石	gallstone
胆绿素	biliverdin
胆色素	bilirubin
背光屏	backlit screen
背包客	backpacker
背包游	backpacking
背包袱	have a weight on one's mind
背叛者	traitor
背地里	behind sb's back; secretly
背对背	back to back
背带裤	overalls
背着手	with one's hands clasped behind one's back
背阔肌	latissimus dorsi muscle
背靠背	back to back
背黑锅	be made a scapegoat; to be unjustly blamed
胖乎乎	chubby
胖嘟嘟	plump
胖墩儿	a roly-poly
胖墩墩	short and stout
胖大海	malva nut
胚囊泡	blastodermic vesicle
胚胎学	embryology
胚芽米	semipolished rice
胚芽鞘	coleoptile, protective sheath covering an emerging shoot
胜利日	Victory Day
胜利者	victor
胜负欲	desire to win; competitive drive
胞嘧啶	cytosine nucleotide
胡兀鹫	bearded vulture
胡图族	Hutu, an ethnic group in Rwanda and Burundi
胡塞尔	Edmund Husserl , German philosopher
胡姬花	Vanda miss joaquim , national flower of Singapore
胡志强	Jason Hu , former Taiwan foreign minister
胡志明	Ho Chi Minh , former Vietnamese leader
胡慧中	Sibelle Hu , Taiwanese actress
胡扯淡	nonsense
胡椒子	peppercorn
胡椒属	pepper genus
胡椒粉	ground pepper
胡椒粒	peppercorn
胡燕妮	Jenny Hu , Hong Kong actress
胡瓜鱼	smelt
胡紫薇	Hu Ziwei , PRC lady TV presenter
胡耀邦	Hu Yaobang , Chinese politician
胡芦巴	fenugreek
胡萝卜	carrot
胡辣汤	thick, peppery soup originating in Henan, commonly eaten for breakfast
胡鄂公	Hu Egong , Chinese revolutionary and politician
胡锦涛	Hu Jintao , General Secretary of the CCP 2002-2012, president of the PRC 2003-2013
胡麻籽	sesame seed
胭脂虫	cochineal insect
胭脂鱼	Chinese high-fin banded shark
胯下物	male member
胰岛素	insulin
胰脏炎	pancreatitis
胰腺炎	pancreatitis
胳肢窝	armpit
胳膊肘	elbow
胶原质	collagen
胶合板	plywood
胶州湾	Gulf of Jiaozhou
胶黏剂	glue; adhesive
胸大肌	pectoralis major muscle
胸膜炎	pleurisy
胺基酸	amino acid
胼胝体	corpus callosum
能动性	initiative
能见度	visibility
脂环烃	alicyclic hydrocarbon
脂粉气	feminine quality
脂肪团	cellulite
脂肪肝	fatty liver
脂肪酸	fatty acid
脂蛋白	lipoprotein
脂质体	liposome
脆谷乐	Cheerios
脉冲星	pulsar
脉络膜	choroid
脊柱裂	spina bifida
脊梁骨	backbone
脊椎骨	vertebra
脊髓炎	myelitis; inflammation of spinal cord
脏乱差	squalid
脏兮兮	dirty
脏脏包	pastry bun filled with chocolate and covered with cocoa powder
脑中风	cerebral stroke
脑充血	stroke
脑内啡	endorphin
脑出血	cerebral hemorrhage
脑卒中	stroke
脑回路	train of thought; way of thinking
脑垂体	pituitary gland
脑损伤	brain damage
脑梗塞	cerebral infarction
脑梗死	cerebral infarction
脑死亡	brain death
脑残粉	fanboy
脑水肿	cerebral edema
脑溢血	cerebral hemorrhage
脑瓢儿	top of the head
脑电图	electroencephalogram
脑神经	cranial nerves
脑细胞	brain cell
脑肿瘤	brain tumor
脑脊液	cerebrospinal fluid
脑膜炎	meningitis
脑贫血	cerebral anemia
脑门子	forehead
脑震荡	cerebral concussion
脓毒症	sepsis
脓痂疹	impetigo
脚丫子	foot
脚后跟	heel
脚孤拐	bunion
脚底板	sole of the foot
脚手架	scaffolding
脚指甲	toenail
脚气病	beriberi
脚脖子	ankle
脚趾头	toe
脚跟脚	one closely following the other
脚踏板	pedal
脚踏车	bicycle; bike
脚踏钹	hi-hat
脚违例	foot fault
脯氨酸	proline , an amino acid
脱北者	North Korean refugee
脱口秀	talk show
脱毛剂	depilatory medicine
脱氢酶	dehydrogenase
脱水机	a device for extracting water
脱粒机	threshing machine
脱脂棉	absorbent cotton
脱色剂	bleaching agent
脱衣服	undress
脱衣舞	striptease
脸基尼	facekini
脸巴子	cheek
脸皮厚	brazen
脸皮嫩	bashful
脸皮薄	thin-skinned
脸盘儿	face
脸盲症	prosopagnosia
脸蛋儿	cheek
脸蛋子	cheek
腊八粥	Laba congee, ceremonial rice porridge dish eaten on the 8th day of the 12th month in the Chinese calendar
腊八节	Laba rice porridge festival, on the 8th day of the 12th lunar month
腊肠犬	dachshund
腌黄瓜	pickle; pickled cucumber
腐殖土	humus
腐殖酸	humic acid
腐生兰	Cymbidium macrorrhizum Lindl.
腐蚀剂	a corrosive
腐蚀性	corrosive
腐败罪	the crime of corruption
腓尼基	Phoenicia, ancient civilization along the coast of the Mediterranean Sea
腓立比	Philippi, ancient Macedonian city
腓肠肌	calf muscle
腔棘鱼	coelacanth
腘动脉	popliteal artery
腘绳肌	hamstring
腘静脉	popliteal vein
腮帮子	cheek
腮腺炎	mumps
腰杆子	waist
腰臀比	waist-to-hip ratio
腰间肉	excess fat on the waist; love handles
腱外膜	epitenon
腱鞘炎	tenosynovitis
腹吸盘	acetabulum
腹直肌	rectus abdominis muscle
腹股沟	groin
腹语师	ventriloquist
腹语术	ventriloquism
腹足纲	gastropod
腺嘌呤	adenine nucleotide
腺垂体	pituitary gland
腺病毒	adenovirus
腺鼠疫	bubonic plague
腽肭兽	fur seal
腽肭脐	penis and testes of fur seal
腾出手	get one's hands free
腾格里	Tengri, the sky god in Mongolic and Turkic mythology
腿后腱	hamstring muscle
腿玩年	stunning legs
腿肚子	calf
膀胱炎	cystitis
膜翅目	Hymenoptera
膝上型	laptop
膝上舞	lap dance
膝盖骨	kneecap
膨松剂	leavening agent
膨润土	bentonite
膳魔师	Thermos
膻中穴	acupuncture point CV-17, located in the middle of the chest
臀大肌	gluteus maximus
臂力棒	power twister
臆想狂	mythomaniac
臆想症	mythomania
臧克家	Zang Kejia , Chinese poet
自个儿	oneself; by oneself
自主权	the power to act independently; autonomy; the right of self-determination
自作孽	bring disaster on oneself
自信心	self-confidence
自制力	self-control
自动化	automate
自动挡	automatic transmission
自动车	automobile
自助游	travel independently
自助餐	buffet
自卫队	self-defense force
自卸车	dump truck
自发粉	self-rising flour
自变数	independent variable
自变量	independent variable
自大狂	megalomania
自媒体	self-media
自定义	custom
自家人	sb from the same place
自封袋	resealable bag; ziplock bag
自尊心	self-respect
自己人	those on our side
自愿性	voluntary
自愿者	volunteer; consenting participant
自拍器	camera self-timer
自拍杆	selfie stick
自拍照	selfie
自杀式	suicide
自来卷	natural curls; natural wave
自来水	running water; tap water
自来熟	naturally outgoing with strangers; quick to act like an old acquaintance; sb who has this trait
自民党	Liberal Democratic Party
自治区	autonomous region – a provincial-level administrative division of China with self-governance for ethnic minorities
自治县	autonomous county
自治州	autonomous prefecture
自治市	municipality
自治旗	autonomous county
自治权	the right to autonomy
自洽性	logical consistency
自然人	natural person
自然卷	natural curls; natural wave
自然史	natural history
自然层	natural layer
自然数	natural number
自然段	paragraph
自然法	natural law
自然界	nature
自然醒	wake up naturally
自然铜	natural copper
自由业	liberal profession; profession practiced independently rather than as an employee
自由党	Liberal Party
自由刑	deprivation of freedom
自由化	liberalization
自由城	Freetown, capital of Sierra Leone
自由基	free radical
自由市	Libreville, capital of Gabon
自由度	degrees of freedom
自由式	freestyle
自由泳	freestyle swimming
自由派	liberal
自由港	free port
自由焓	free enthalpy
自由能	free energy
自由行	travel organized by oneself rather than in a tour group
自画像	self-portrait
自留地	private plot allocated to an individual on a collective farm
自留山	hilly land allotted for private use
自白书	confession
自耕农	owner peasant
自营商	dealer
自行车	bicycle; bike
自豪感	pride in sth
自转轴	axis of rotation
自适应	adaptive
自闭症	autism
自顾自	each minding his own business
自驾游	go on a self-drive tour; to go on a road trip
自驾车	drive oneself somewhere
